start_id:START_ID,end_id:END_ID,type:TYPE
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_65b17d2e786f,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_65b17d2e786f,CSRSpending,MAPS_TO
INFOSYS,Year_2025,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_46cbff4a0717,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_46cbff4a0717,Year_2025,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_46cbff4a0717,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_46cbff4a0717,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_46cbff4a0717,CSRSpending,MAPS_TO
INFOSYS,Year_2025,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_ee0f8c5f09cb,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_ee0f8c5f09cb,Year_2025,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_ee0f8c5f09cb,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_ee0f8c5f09cb,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_ee0f8c5f09cb,CSRSpending,MAPS_TO
INFOSYS,Year_2025,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_7ce0e5b76251,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_7ce0e5b76251,Year_2025,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_7ce0e5b76251,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_7ce0e5b76251,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_7ce0e5b76251,CSRSpending,MAPS_TO
INFOSYS,Year_2025,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_6b7c47c31084,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_6b7c47c31084,Year_2025,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_6b7c47c31084,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_6b7c47c31084,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_6b7c47c31084,CSRSpending,MAPS_TO
INFOSYS,Year_2025,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_3f25952998ae,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_3f25952998ae,Year_2025,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_3f25952998ae,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_3f25952998ae,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_3f25952998ae,CSRSpending,MAPS_TO
INFOSYS,Year_2025,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_822fedd6af44,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_822fedd6af44,Year_2025,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_822fedd6af44,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_822fedd6af44,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_822fedd6af44,CSRSpending,MAPS_TO
INFOSYS,Year_2025,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_294bf55a8560,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_294bf55a8560,Year_2025,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_294bf55a8560,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_294bf55a8560,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_294bf55a8560,CSRSpending,MAPS_TO
INFOSYS,Year_2025,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_882a1ddfb64b,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_882a1ddfb64b,Year_2025,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_882a1ddfb64b,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_882a1ddfb64b,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_882a1ddfb64b,CSRSpending,MAPS_TO
INFOSYS,Year_2025,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_6f8bf7a54145,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_6f8bf7a54145,Year_2025,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_6f8bf7a54145,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_6f8bf7a54145,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_6f8bf7a54145,CSRSpending,MAPS_TO
INFOSYS,Year_2025,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_3a46722fc8fc,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_3a46722fc8fc,Year_2025,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_3a46722fc8fc,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_3a46722fc8fc,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_3a46722fc8fc,CSRSpending,MAPS_TO
INFOSYS,Year_2025,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_b8741cb26abb,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_b8741cb26abb,Year_2025,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_b8741cb26abb,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_b8741cb26abb,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_b8741cb26abb,CSRSpending,MAPS_TO
INFOSYS,Year_2025,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_4c3d73f576e4,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_4c3d73f576e4,Year_2025,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_4c3d73f576e4,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_4c3d73f576e4,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_4c3d73f576e4,CSRSpending,MAPS_TO
INFOSYS,Year_2025,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_d4b2fdcfbd74,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_d4b2fdcfbd74,Year_2025,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_d4b2fdcfbd74,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_d4b2fdcfbd74,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_d4b2fdcfbd74,CSRSpending,MAPS_TO
INFOSYS,Year_2025,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_c761331a8130,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_c761331a8130,Year_2025,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_c761331a8130,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_c761331a8130,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_c761331a8130,CSRSpending,MAPS_TO
INFOSYS,Year_2025,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_ca584426fa62,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_ca584426fa62,Year_2025,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_ca584426fa62,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_ca584426fa62,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_ca584426fa62,CSRSpending,MAPS_TO
INFOSYS,Year_2025,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_97a628d27684,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_97a628d27684,Year_2025,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_97a628d27684,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_97a628d27684,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_97a628d27684,CSRSpending,MAPS_TO
INFOSYS,Year_2025,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_a6b9e9feed41,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_a6b9e9feed41,Year_2025,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_a6b9e9feed41,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_a6b9e9feed41,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_a6b9e9feed41,CSRSpending,MAPS_TO
INFOSYS,Year_2025,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_fcfa4d3f6f65,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_fcfa4d3f6f65,Year_2025,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_fcfa4d3f6f65,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_fcfa4d3f6f65,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_fcfa4d3f6f65,CSRSpending,MAPS_TO
INFOSYS,Year_2025,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_0cabda65aae1,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_0cabda65aae1,Year_2025,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_0cabda65aae1,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_0cabda65aae1,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_0cabda65aae1,CSRSpending,MAPS_TO
INFOSYS,Year_2025,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_d86fce4bf813,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_d86fce4bf813,Year_2025,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_d86fce4bf813,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_d86fce4bf813,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_d86fce4bf813,CSRSpending,MAPS_TO
INFOSYS,Year_2025,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_5498b6ad9ed5,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_5498b6ad9ed5,Year_2025,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_5498b6ad9ed5,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_5498b6ad9ed5,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_5498b6ad9ed5,CSRSpending,MAPS_TO
INFOSYS,Year_2025,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_41aadcbbb4b7,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_41aadcbbb4b7,Year_2025,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_41aadcbbb4b7,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_41aadcbbb4b7,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_41aadcbbb4b7,CSRSpending,MAPS_TO
INFOSYS,Year_2025,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_943e1755420a,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_943e1755420a,Year_2025,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_943e1755420a,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_943e1755420a,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_943e1755420a,CSRSpending,MAPS_TO
INFOSYS,Year_2025,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_412f01074cd8,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_412f01074cd8,Year_2025,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_412f01074cd8,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_412f01074cd8,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_412f01074cd8,CSRSpending,MAPS_TO
INFOSYS,Year_2025,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_9ac216a67e46,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_9ac216a67e46,Year_2025,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_9ac216a67e46,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_9ac216a67e46,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_9ac216a67e46,CSRSpending,MAPS_TO
INFOSYS,Year_2025,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_7b695821fc60,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_7b695821fc60,Year_2025,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_7b695821fc60,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_7b695821fc60,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_7b695821fc60,CSRSpending,MAPS_TO
INFOSYS,Year_2025,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_330abdbea761,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_330abdbea761,Year_2025,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_330abdbea761,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_330abdbea761,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_330abdbea761,CSRSpending,MAPS_TO
INFOSYS,Year_2025,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_05da60541266,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_05da60541266,Year_2025,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_05da60541266,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_05da60541266,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_05da60541266,CSRSpending,MAPS_TO
INFOSYS,Year_2025,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_bc829a51ba49,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_bc829a51ba49,Year_2025,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_bc829a51ba49,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_bc829a51ba49,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_bc829a51ba49,CSRSpending,MAPS_TO
INFOSYS,Year_2025,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_34b616035950,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_34b616035950,Year_2025,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_34b616035950,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_34b616035950,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_34b616035950,CSRSpending,MAPS_TO
INFOSYS,Year_2025,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_65362004325d,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_65362004325d,Year_2025,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_65362004325d,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_65362004325d,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_65362004325d,CSRSpending,MAPS_TO
INFOSYS,Year_2025,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_813a13597562,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_813a13597562,Year_2025,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_813a13597562,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_813a13597562,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_813a13597562,CSRSpending,MAPS_TO
INFOSYS,Year_2025,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_e022dbc287a7,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_e022dbc287a7,Year_2025,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_e022dbc287a7,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_e022dbc287a7,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_e022dbc287a7,CSRSpending,MAPS_TO
INFOSYS,Year_2025,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_fd5d655c00ae,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_fd5d655c00ae,Year_2025,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_fd5d655c00ae,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_fd5d655c00ae,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_fd5d655c00ae,CSRSpending,MAPS_TO
INFOSYS,Year_2025,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_1acdd659534c,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_1acdd659534c,Year_2025,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_1acdd659534c,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_1acdd659534c,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_1acdd659534c,CSRSpending,MAPS_TO
INFOSYS,Year_2025,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_0117e636aed9,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_0117e636aed9,Year_2025,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_0117e636aed9,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_0117e636aed9,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_0117e636aed9,CSRSpending,MAPS_TO
INFOSYS,Year_2025,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_1b953c4ebd50,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_1b953c4ebd50,Year_2025,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_1b953c4ebd50,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_1b953c4ebd50,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_1b953c4ebd50,CSRSpending,MAPS_TO
INFOSYS,Year_2025,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_4d0ba7229a82,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_4d0ba7229a82,Year_2025,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_4d0ba7229a82,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_4d0ba7229a82,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_4d0ba7229a82,CSRSpending,MAPS_TO
INFOSYS,Year_2025,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_fd5534da0d93,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_fd5534da0d93,Year_2025,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_fd5534da0d93,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_fd5534da0d93,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_fd5534da0d93,CSRSpending,MAPS_TO
INFOSYS,Year_2025,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_547cee833929,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_547cee833929,Year_2025,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_547cee833929,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_547cee833929,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_547cee833929,CSRSpending,MAPS_TO
INFOSYS,Year_2025,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_0d524669a8b5,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_0d524669a8b5,Year_2025,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_0d524669a8b5,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_0d524669a8b5,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_0d524669a8b5,CSRSpending,MAPS_TO
INFOSYS,Year_2025,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_0e9784c69180,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_0e9784c69180,Year_2025,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_0e9784c69180,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_0e9784c69180,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_0e9784c69180,CSRSpending,MAPS_TO
INFOSYS,Year_2025,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_10e4c1bc2762,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_10e4c1bc2762,Year_2025,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_10e4c1bc2762,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_10e4c1bc2762,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_10e4c1bc2762,CSRSpending,MAPS_TO
INFOSYS,Year_2025,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_09c61efbd35c,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_09c61efbd35c,Year_2025,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_09c61efbd35c,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_09c61efbd35c,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_09c61efbd35c,CSRSpending,MAPS_TO
INFOSYS,Year_2025,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_a42013ac4389,HAS_METRIC
